"Index","Launch Debugger","Vertex_ID","Primitive_ID","Instance_ID","SV_POSITION_C0","SV_POSITION_C1","SV_POSITION_C2","SV_POSITION_C3","TEXCOORD2_C0","TEXCOORD2_C1","TEXCOORD2_C2","TEXCOORD3_C0","TEXCOORD3_C1"
"[0]",,"1313","0","0","-5.16013","-9.93688","0.2","25.9626","-0.246826","-0.196411","-0.949219","201","255"
"[1]",,"1311","0","0","-5.15033","-9.91378","0.2","25.9494","-0.138794","-0.818359","-0.557617","201","255"
"[2]",,"1325","0","0","-5.17271","-9.88593","0.2","25.9908","0.631836","-0.663574","-0.400146","201","255"
"[3]",,"1325","1","0","-5.17271","-9.88593","0.2","25.9908","0.631836","-0.663574","-0.400146","201","255"
"[4]",,"4003","1","0","-5.17589","-9.92445","0.2","25.9962","0.793945","-0.326416","-0.513672","201","255"
"[5]",,"1313","1","0","-5.16013","-9.93688","0.2","25.9626","-0.246826","-0.196411","-0.949219","201","255"
"[6]",,"4003","2","0","-5.17589","-9.92445","0.2","25.9962","0.793945","-0.326416","-0.513672","201","255"
"[7]",,"4899","2","0","-5.15005","-9.98976","0.2","25.9891","0.190186","-0.725098","-0.662109","201","255"
"[8]",,"1313","2","0","-5.16013","-9.93688","0.2","25.9626","-0.246826","-0.196411","-0.949219","201","255"
"[9]",,"4003","3","0","-5.17589","-9.92445","0.2","25.9962","0.793945","-0.326416","-0.513672","201","255"
"[10]",,"4898","3","0","-5.17456","-9.97922","0.2","25.9546","-0.380371","-0.908691","-0.171387","201","255"
"[11]",,"4899","3","0","-5.15005","-9.98976","0.2","25.9891","0.190186","-0.725098","-0.662109","201","255"
"[12]",,"1309","4","0","-5.16013","-9.93688","0.2","25.9626","-0.246826","-0.196411","-0.949219","201","255"
"[13]",,"4899","4","0","-5.15005","-9.98976","0.2","25.9891","0.190186","-0.725098","-0.662109","201","255"
"[14]",,"4898","4","0","-5.17456","-9.97922","0.2","25.9546","-0.380371","-0.908691","-0.171387","201","255"
"[15]",,"1310","5","0","-5.17268","-9.93674","0.2","25.9153","-0.425781","-0.790527","-0.439697","201","255"
"[16]",,"1309","5","0","-5.16013","-9.93688","0.2","25.9626","-0.246826","-0.196411","-0.949219","201","255"
"[17]",,"4898","5","0","-5.17456","-9.97922","0.2","25.9546","-0.380371","-0.908691","-0.171387","201","255"
"[18]",,"1309","6","0","-5.16013","-9.93688","0.2","25.9626","-0.246826","-0.196411","-0.949219","201","255"
"[19]",,"1310","6","0","-5.17268","-9.93674","0.2","25.9153","-0.425781","-0.790527","-0.439697","201","255"
"[20]",,"1326","6","0","-5.15033","-9.91378","0.2","25.9494","-0.138794","-0.818359","-0.557617","201","255"
"[21]",,"4003","7","0","-5.17589","-9.92445","0.2","25.9962","0.793945","-0.326416","-0.513672","201","255"
"[22]",,"1325","7","0","-5.17271","-9.88593","0.2","25.9908","0.631836","-0.663574","-0.400146","201","255"
"[23]",,"4005","7","0","-5.22002","-9.87181","0.2","25.988","0.755371","-0.609863","0.239624","201","255"
"[24]",,"4005","8","0","-5.22002","-9.87181","0.2","25.988","0.755371","-0.609863","0.239624","201","255"
"[25]",,"3983","8","0","-5.20068","-9.96741","0.2","25.9779","0.440674","-0.879395","0.179932","201","255"
"[26]",,"4003","8","0","-5.17589","-9.92445","0.2","25.9962","0.793945","-0.326416","-0.513672","201","255"
"[27]",,"4898","9","0","-5.17456","-9.97922","0.2","25.9546","-0.380371","-0.908691","-0.171387","201","255"
"[28]",,"4003","9","0","-5.17589","-9.92445","0.2","25.9962","0.793945","-0.326416","-0.513672","201","255"
"[29]",,"3983","9","0","-5.20068","-9.96741","0.2","25.9779","0.440674","-0.879395","0.179932","201","255"
"[30]",,"3983","10","0","-5.20068","-9.96741","0.2","25.9779","0.440674","-0.879395","0.179932","201","255"
"[31]",,"3424","10","0","-5.19976","-9.94553","0.2","25.9139","-0.092041","-0.957031","-0.275146","201","255"
"[32]",,"4898","10","0","-5.17456","-9.97922","0.2","25.9546","-0.380371","-0.908691","-0.171387","201","255"
"[33]",,"1310","11","0","-5.17268","-9.93674","0.2","25.9153","-0.425781","-0.790527","-0.439697","201","255"
"[34]",,"4898","11","0","-5.17456","-9.97922","0.2","25.9546","-0.380371","-0.908691","-0.171387","201","255"
"[35]",,"3424","11","0","-5.19976","-9.94553","0.2","25.9139","-0.092041","-0.957031","-0.275146","201","255"
"[36]",,"3983","12","0","-5.20068","-9.96741","0.2","25.9779","0.440674","-0.879395","0.179932","201","255"
"[37]",,"4005","12","0","-5.22002","-9.87181","0.2","25.988","0.755371","-0.609863","0.239624","201","255"
"[38]",,"3410","12","0","-5.24769","-9.92607","0.2","25.9337","0.625","-0.735352","0.260742","201","255"
"[39]",,"3424","13","0","-5.19976","-9.94553","0.2","25.9139","-0.092041","-0.957031","-0.275146","201","255"
"[40]",,"3983","13","0","-5.20068","-9.96741","0.2","25.9779","0.440674","-0.879395","0.179932","201","255"
"[41]",,"3410","13","0","-5.24769","-9.92607","0.2","25.9337","0.625","-0.735352","0.260742","201","255"
"[42]",,"3422","14","0","-5.21686","-9.99581","0.2","25.9055","0.620117","-0.646484","-0.444336","201","255"
"[43]",,"3424","14","0","-5.19976","-9.94553","0.2","25.9139","-0.092041","-0.957031","-0.275146","201","255"
"[44]",,"3410","14","0","-5.24769","-9.92607","0.2","25.9337","0.625","-0.735352","0.260742","201","255"
"[45]",,"3424","15","0","-5.19976","-9.94553","0.2","25.9139","-0.092041","-0.957031","-0.275146","201","255"
"[46]",,"3422","15","0","-5.21686","-9.99581","0.2","25.9055","0.620117","-0.646484","-0.444336","201","255"
"[47]",,"1528","15","0","-5.20783","-9.99374","0.2","25.893","0.00315666","-0.136597","-0.990723","201","255"
"[48]",,"1528","16","0","-5.20783","-9.99374","0.2","25.893","0.00315666","-0.136597","-0.990723","201","255"
"[49]",,"1529","16","0","-5.20559","-9.96688","0.2","25.8669","-0.553711","-0.55957","-0.617188","201","255"
"[50]",,"3424","16","0","-5.19976","-9.94553","0.2","25.9139","-0.092041","-0.957031","-0.275146","201","255"
"[51]",,"1529","17","0","-5.20559","-9.96688","0.2","25.8669","-0.553711","-0.55957","-0.617188","201","255"
"[52]",,"1528","17","0","-5.20783","-9.99374","0.2","25.893","0.00315666","-0.136597","-0.990723","201","255"
"[53]",,"1531","17","0","-5.20817","-9.9975","0.2","25.8753","-0.666992","0.0618591","-0.742676","201","255"
"[54]",,"585","18","0","-5.19432","-10.0551","0.2","25.8807","-0.321045","-0.686035","-0.65332","201","255"
"[55]",,"1531","18","0","-5.20817","-9.9975","0.2","25.8753","-0.666992","0.0618591","-0.742676","201","255"
"[56]",,"1528","18","0","-5.20783","-9.99374","0.2","25.893","0.00315666","-0.136597","-0.990723","201","255"
"[57]",,"3410","19","0","-5.24769","-9.92607","0.2","25.9337","0.625","-0.735352","0.260742","201","255"
"[58]",,"3234","19","0","-5.24182","-10.012","0.2","25.8919","0.437256","-0.861328","0.258301","201","255"
"[59]",,"3422","19","0","-5.21686","-9.99581","0.2","25.9055","0.620117","-0.646484","-0.444336","201","255"
"[60]",,"585","20","0","-5.19432","-10.0551","0.2","25.8807","-0.321045","-0.686035","-0.65332","201","255"
"[61]",,"3422","20","0","-5.21686","-9.99581","0.2","25.9055","0.620117","-0.646484","-0.444336","201","255"
"[62]",,"3234","20","0","-5.24182","-10.012","0.2","25.8919","0.437256","-0.861328","0.258301","201","255"
"[63]",,"3422","21","0","-5.21686","-9.99581","0.2","25.9055","0.620117","-0.646484","-0.444336","201","255"
"[64]",,"585","21","0","-5.19432","-10.0551","0.2","25.8807","-0.321045","-0.686035","-0.65332","201","255"
"[65]",,"1528","21","0","-5.20783","-9.99374","0.2","25.893","0.00315666","-0.136597","-0.990723","201","255"
"[66]",,"3234","22","0","-5.24182","-10.012","0.2","25.8919","0.437256","-0.861328","0.258301","201","255"
"[67]",,"3410","22","0","-5.24769","-9.92607","0.2","25.9337","0.625","-0.735352","0.260742","201","255"
"[68]",,"3423","22","0","-5.29562","-9.94018","0.2","25.8937","0.695801","-0.712402","0.088562","201","255"
"[69]",,"3981","23","0","-5.27284","-9.98747","0.2","25.8553","0.0622253","-0.992188","0.107605","201","255"
"[70]",,"3234","23","0","-5.24182","-10.012","0.2","25.8919","0.437256","-0.861328","0.258301","201","255"
"[71]",,"3423","23","0","-5.29562","-9.94018","0.2","25.8937","0.695801","-0.712402","0.088562","201","255"
"[72]",,"3234","24","0","-5.24182","-10.012","0.2","25.8919","0.437256","-0.861328","0.258301","201","255"
"[73]",,"3981","24","0","-5.27284","-9.98747","0.2","25.8553","0.0622253","-0.992188","0.107605","201","255"
"[74]",,"3982","24","0","-5.23748","-10.0213","0.2","25.8647","-0.419189","-0.855957","0.302002","201","255"
"[75]",,"3982","25","0","-5.23748","-10.0213","0.2","25.8647","-0.419189","-0.855957","0.302002","201","255"
"[76]",,"585","25","0","-5.19432","-10.0551","0.2","25.8807","-0.321045","-0.686035","-0.65332","201","255"
"[77]",,"3234","25","0","-5.24182","-10.012","0.2","25.8919","0.437256","-0.861328","0.258301","201","255"
"[78]",,"4004","26","0","-5.2277","-10.0069","0.2","25.8594","-0.865234","-0.399414","-0.303711","201","255"
"[79]",,"585","26","0","-5.19432","-10.0551","0.2","25.8807","-0.321045","-0.686035","-0.65332","201","255"
"[80]",,"3982","26","0","-5.23748","-10.0213","0.2","25.8647","-0.419189","-0.855957","0.302002","201","255"
"[81]",,"585","27","0","-5.19432","-10.0551","0.2","25.8807","-0.321045","-0.686035","-0.65332","201","255"
"[82]",,"4004","27","0","-5.2277","-10.0069","0.2","25.8594","-0.865234","-0.399414","-0.303711","201","255"
"[83]",,"583","27","0","-5.20817","-9.9975","0.2","25.8753","-0.668945","0.0614014","-0.741211","201","255"
"[84]",,"4004","28","0","-5.2277","-10.0069","0.2","25.8594","-0.865234","-0.399414","-0.303711","201","255"
"[85]",,"1530","28","0","-5.20559","-9.96688","0.2","25.8669","-0.555176","-0.560059","-0.614746","201","255"
"[86]",,"583","28","0","-5.20817","-9.9975","0.2","25.8753","-0.668945","0.0614014","-0.741211","201","255"
"[87]",,"1530","29","0","-5.20559","-9.96688","0.2","25.8669","-0.555176","-0.560059","-0.614746","201","255"
"[88]",,"4004","29","0","-5.2277","-10.0069","0.2","25.8594","-0.865234","-0.399414","-0.303711","201","255"
"[89]",,"4900","29","0","-5.23578","-9.98628","0.2","25.8317","-0.621094","-0.737305","-0.266113","201","255"
"[90]",,"3982","30","0","-5.23748","-10.0213","0.2","25.8647","-0.419189","-0.855957","0.302002","201","255"
"[91]",,"4900","30","0","-5.23578","-9.98628","0.2","25.8317","-0.621094","-0.737305","-0.266113","201","255"
"[92]",,"4004","30","0","-5.2277","-10.0069","0.2","25.8594","-0.865234","-0.399414","-0.303711","201","255"
"[93]",,"4900","31","0","-5.23578","-9.98628","0.2","25.8317","-0.621094","-0.737305","-0.266113","201","255"
"[94]",,"3982","31","0","-5.23748","-10.0213","0.2","25.8647","-0.419189","-0.855957","0.302002","201","255"
"[95]",,"3981","31","0","-5.27284","-9.98747","0.2","25.8553","0.0622253","-0.992188","0.107605","201","255"
"[96]",,"1312","32","0","-5.19976","-9.94553","0.2","25.9139","-0.092041","-0.957031","-0.275146","201","255"
"[97]",,"1327","32","0","-5.20559","-9.96688","0.2","25.8669","-0.553711","-0.55957","-0.617188","201","255"
"[98]",,"1315","32","0","-5.17268","-9.93674","0.2","25.9153","-0.425781","-0.790527","-0.439697","201","255"
"[99]",,"1327","33","0","-5.20559","-9.96688","0.2","25.8669","-0.553711","-0.55957","-0.617188","201","255"
"[100]",,"1316","33","0","-5.13931","-9.90601","0.2","25.888","-0.550781","-0.694336","-0.462891","201","255"
"[101]",,"1315","33","0","-5.17268","-9.93674","0.2","25.9153","-0.425781","-0.790527","-0.439697","201","255"
"[102]",,"1315","34","0","-5.17268","-9.93674","0.2","25.9153","-0.425781","-0.790527","-0.439697","201","255"
"[103]",,"1316","34","0","-5.13931","-9.90601","0.2","25.888","-0.550781","-0.694336","-0.462891","201","255"
"[104]",,"5167","34","0","-5.15033","-9.91378","0.2","25.9494","-0.138794","-0.818359","-0.557617","201","255"
"[105]",,"1328","35","0","-5.08017","-9.87614","0.2","25.9406","-0.435059","-0.697754","-0.568848","201","255"
"[106]",,"5167","35","0","-5.15033","-9.91378","0.2","25.9494","-0.138794","-0.818359","-0.557617","201","255"
"[107]",,"1316","35","0","-5.13931","-9.90601","0.2","25.888","-0.550781","-0.694336","-0.462891","201","255"
"[108]",,"5167","36","0","-5.15033","-9.91378","0.2","25.9494","-0.138794","-0.818359","-0.557617","201","255"
"[109]",,"1328","36","0","-5.08017","-9.87614","0.2","25.9406","-0.435059","-0.697754","-0.568848","201","255"
"[110]",,"4211","36","0","-5.10697","-9.86711","0.2","25.9973","0.051178","-0.964355","-0.258789","201","255"
"[111]",,"4211","37","0","-5.10697","-9.86711","0.2","25.9973","0.051178","-0.964355","-0.258789","201","255"
"[112]",,"5035","37","0","-5.17271","-9.88593","0.2","25.9908","0.631836","-0.663574","-0.400146","201","255"
"[113]",,"5167","37","0","-5.15033","-9.91378","0.2","25.9494","-0.138794","-0.818359","-0.557617","201","255"
"[114]",,"5035","38","0","-5.17271","-9.88593","0.2","25.9908","0.631836","-0.663574","-0.400146","201","255"
"[115]",,"4211","38","0","-5.10697","-9.86711","0.2","25.9973","0.051178","-0.964355","-0.258789","201","255"
"[116]",,"5165","38","0","-5.1564","-9.83899","0.2","26.0243","0.312012","-0.946777","-0.0768433","201","255"
"[117]",,"1316","39","0","-5.13931","-9.90601","0.2","25.888","-0.550781","-0.694336","-0.462891","201","255"
"[118]",,"1327","39","0","-5.20559","-9.96688","0.2","25.8669","-0.553711","-0.55957","-0.617188","201","255"
"[119]",,"3978","39","0","-5.20822","-9.92199","0.2","25.7913","-0.878906","-0.272461","-0.392334","201","255"
"[120]",,"1323","40","0","-5.12526","-9.84562","0.2","25.8529","-0.881348","-0.204346","-0.425781","201","255"
"[121]",,"1316","40","0","-5.13931","-9.90601","0.2","25.888","-0.550781","-0.694336","-0.462891","201","255"
"[122]",,"3978","40","0","-5.20822","-9.92199","0.2","25.7913","-0.878906","-0.272461","-0.392334","201","255"
"[123]",,"1323","41","0","-5.12526","-9.84562","0.2","25.8529","-0.881348","-0.204346","-0.425781","201","255"
"[124]",,"1328","41","0","-5.08017","-9.87614","0.2","25.9406","-0.435059","-0.697754","-0.568848","201","255"
"[125]",,"1316","41","0","-5.13931","-9.90601","0.2","25.888","-0.550781","-0.694336","-0.462891","201","255"
"[126]",,"1328","42","0","-5.08017","-9.87614","0.2","25.9406","-0.435059","-0.697754","-0.568848","201","255"
"[127]",,"1323","42","0","-5.12526","-9.84562","0.2","25.8529","-0.881348","-0.204346","-0.425781","201","255"
"[128]",,"1320","42","0","-5.06024","-9.75958","0.2","25.8886","-0.852051","-0.153198","-0.500488","201","255"
"[129]",,"1319","43","0","-5.05884","-9.83391","0.2","25.9831","-0.495361","-0.706543","-0.505859","201","255"
"[130]",,"1328","43","0","-5.08017","-9.87614","0.2","25.9406","-0.435059","-0.697754","-0.568848","201","255"
"[131]",,"1320","43","0","-5.06024","-9.75958","0.2","25.8886","-0.852051","-0.153198","-0.500488","201","255"
"[132]",,"1328","44","0","-5.08017","-9.87614","0.2","25.9406","-0.435059","-0.697754","-0.568848","201","255"
"[133]",,"1319","44","0","-5.05884","-9.83391","0.2","25.9831","-0.495361","-0.706543","-0.505859","201","255"
"[134]",,"4211","44","0","-5.10697","-9.86711","0.2","25.9973","0.051178","-0.964355","-0.258789","201","255"
"[135]",,"1327","45","0","-5.20559","-9.96688","0.2","25.8669","-0.553711","-0.55957","-0.617188","201","255"
"[136]",,"3409","45","0","-5.23578","-9.98628","0.2","25.8317","-0.621094","-0.737305","-0.266113","201","255"
"[137]",,"3978","45","0","-5.20822","-9.92199","0.2","25.7913","-0.878906","-0.272461","-0.392334","201","255"
"[138]",,"3976","46","0","-5.27864","-9.98937","0.2","25.7866","-0.686035","-0.57666","-0.443359","201","255"
"[139]",,"3978","46","0","-5.20822","-9.92199","0.2","25.7913","-0.878906","-0.272461","-0.392334","201","255"
"[140]",,"3409","46","0","-5.23578","-9.98628","0.2","25.8317","-0.621094","-0.737305","-0.266113","201","255"
"[141]",,"3978","47","0","-5.20822","-9.92199","0.2","25.7913","-0.878906","-0.272461","-0.392334","201","255"
"[142]",,"3976","47","0","-5.27864","-9.98937","0.2","25.7866","-0.686035","-0.57666","-0.443359","201","255"
"[143]",,"3232","47","0","-5.2918","-9.95517","0.2","25.741","-0.910645","-0.251953","-0.327637","201","255"
"[144]",,"3232","48","0","-5.2918","-9.95517","0.2","25.741","-0.910645","-0.251953","-0.327637","201","255"
"[145]",,"1301","48","0","-5.26062","-9.77817","0.2","25.7576","-0.938477","0.219849","-0.265137","201","255"
"[146]",,"3978","48","0","-5.20822","-9.92199","0.2","25.7913","-0.878906","-0.272461","-0.392334","201","255"
"[147]",,"1300","49","0","-5.17999","-9.71462","0.2","25.8061","-0.944336","0.228394","-0.238037","201","255"
"[148]",,"3978","49","0","-5.20822","-9.92199","0.2","25.7913","-0.878906","-0.272461","-0.392334","201","255"
"[149]",,"1301","49","0","-5.26062","-9.77817","0.2","25.7576","-0.938477","0.219849","-0.265137","201","255"
"[150]",,"3978","50","0","-5.20822","-9.92199","0.2","25.7913","-0.878906","-0.272461","-0.392334","201","255"
"[151]",,"1300","50","0","-5.17999","-9.71462","0.2","25.8061","-0.944336","0.228394","-0.238037","201","255"
"[152]",,"1323","50","0","-5.12526","-9.84562","0.2","25.8529","-0.881348","-0.204346","-0.425781","201","255"
"[153]",,"1295","51","0","-5.10068","-9.65138","0.2","25.8511","-0.933594","0.25","-0.25708","201","255"
"[154]",,"1323","51","0","-5.12526","-9.84562","0.2","25.8529","-0.881348","-0.204346","-0.425781","201","255"
"[155]",,"1300","51","0","-5.17999","-9.71462","0.2","25.8061","-0.944336","0.228394","-0.238037","201","255"
"[156]",,"1323","52","0","-5.12526","-9.84562","0.2","25.8529","-0.881348","-0.204346","-0.425781","201","255"
"[157]",,"1295","52","0","-5.10068","-9.65138","0.2","25.8511","-0.933594","0.25","-0.25708","201","255"
"[158]",,"1320","52","0","-5.06024","-9.75958","0.2","25.8886","-0.852051","-0.153198","-0.500488","201","255"
"[159]",,"3409","53","0","-5.23578","-9.98628","0.2","25.8317","-0.621094","-0.737305","-0.266113","201","255"
"[160]",,"3425","53","0","-5.28462","-9.99447","0.2","25.8405","0.0708618","-0.89209","-0.446045","201","255"
"[161]",,"3976","53","0","-5.27864","-9.98937","0.2","25.7866","-0.686035","-0.57666","-0.443359","201","255"
"[162]",,"3425","54","0","-5.28462","-9.99447","0.2","25.8405","0.0708618","-0.89209","-0.446045","201","255"
"[163]",,"3409","54","0","-5.23578","-9.98628","0.2","25.8317","-0.621094","-0.737305","-0.266113","201","255"
"[164]",,"3977","54","0","-5.27284","-9.98747","0.2","25.8553","0.0622253","-0.992188","0.107605","201","255"
"[165]",,"3411","55","0","-5.32506","-10.0144","0.2","25.76","-0.708984","-0.661621","-0.244507","201","255"
"[166]",,"3232","55","0","-5.2918","-9.95517","0.2","25.741","-0.910645","-0.251953","-0.327637","201","255"
"[167]",,"3976","55","0","-5.27864","-9.98937","0.2","25.7866","-0.686035","-0.57666","-0.443359","201","255"
"[168]",,"3411","56","0","-5.32506","-10.0144","0.2","25.76","-0.708984","-0.661621","-0.244507","201","255"
"[169]",,"3233","56","0","-5.39818","-10.0376","0.2","25.6898","-0.88916","-0.259521","-0.376953","201","255"
"[170]",,"3232","56","0","-5.2918","-9.95517","0.2","25.741","-0.910645","-0.251953","-0.327637","201","255"
"[171]",,"3233","57","0","-5.39818","-10.0376","0.2","25.6898","-0.88916","-0.259521","-0.376953","201","255"
"[172]",,"1307","57","0","-5.34393","-9.85439","0.2","25.6927","-0.951172","0.135376","-0.277588","201","255"
"[173]",,"3232","57","0","-5.2918","-9.95517","0.2","25.741","-0.910645","-0.251953","-0.327637","201","255"
"[174]",,"1301","58","0","-5.26062","-9.77817","0.2","25.7576","-0.938477","0.219849","-0.265137","201","255"
"[175]",,"3232","58","0","-5.2918","-9.95517","0.2","25.741","-0.910645","-0.251953","-0.327637","201","255"
"[176]",,"1307","58","0","-5.34393","-9.85439","0.2","25.6927","-0.951172","0.135376","-0.277588","201","255"
"[177]",,"1307","59","0","-5.34393","-9.85439","0.2","25.6927","-0.951172","0.135376","-0.277588","201","255"
"[178]",,"1290","59","0","-5.31148","-9.63707","0.2","25.7373","-0.919922","0.302979","-0.248779","201","255"
"[179]",,"1301","59","0","-5.26062","-9.77817","0.2","25.7576","-0.938477","0.219849","-0.265137","201","255"
"[180]",,"742","60","0","-5.23484","-9.56657","0.2","25.7874","-0.891602","0.385498","-0.238281","201","255"
"[181]",,"1301","60","0","-5.26062","-9.77817","0.2","25.7576","-0.938477","0.219849","-0.265137","201","255"
"[182]",,"1290","60","0","-5.31148","-9.63707","0.2","25.7373","-0.919922","0.302979","-0.248779","201","255"
"[183]",,"1301","61","0","-5.26062","-9.77817","0.2","25.7576","-0.938477","0.219849","-0.265137","201","255"
"[184]",,"742","61","0","-5.23484","-9.56657","0.2","25.7874","-0.891602","0.385498","-0.238281","201","255"
"[185]",,"1300","61","0","-5.17999","-9.71462","0.2","25.8061","-0.944336","0.228394","-0.238037","201","255"
"[186]",,"727","62","0","-5.16556","-9.52669","0.2","25.8437","-0.871094","0.463379","-0.161133","201","255"
"[187]",,"1300","62","0","-5.17999","-9.71462","0.2","25.8061","-0.944336","0.228394","-0.238037","201","255"
"[188]",,"742","62","0","-5.23484","-9.56657","0.2","25.7874","-0.891602","0.385498","-0.238281","201","255"
"[189]",,"1300","63","0","-5.17999","-9.71462","0.2","25.8061","-0.944336","0.228394","-0.238037","201","255"
"[190]",,"727","63","0","-5.16556","-9.52669","0.2","25.8437","-0.871094","0.463379","-0.161133","201","255"
"[191]",,"1295","63","0","-5.10068","-9.65138","0.2","25.8511","-0.933594","0.25","-0.25708","201","255"
"[192]",,"3233","64","0","-5.39818","-10.0376","0.2","25.6898","-0.88916","-0.259521","-0.376953","201","255"
"[193]",,"3411","64","0","-5.32506","-10.0144","0.2","25.76","-0.708984","-0.661621","-0.244507","201","255"
"[194]",,"3972","64","0","-5.38843","-10.0771","0.2","25.7253","-0.558594","-0.68457","-0.46875","201","255"
"[195]",,"3972","65","0","-5.38843","-10.0771","0.2","25.7253","-0.558594","-0.68457","-0.46875","201","255"
"[196]",,"3414","65","0","-5.49918","-10.1413","0.2","25.626","-0.86377","-0.380127","-0.331299","201","255"
"[197]",,"3233","65","0","-5.39818","-10.0376","0.2","25.6898","-0.88916","-0.259521","-0.376953","201","255"
"[198]",,"3414","66","0","-5.49918","-10.1413","0.2","25.626","-0.86377","-0.380127","-0.331299","201","255"
"[199]",,"1308","66","0","-5.4692","-9.97947","0.2","25.615","-0.962402","0.06427","-0.263184","201","255"
"[200]",,"3233","66","0","-5.39818","-10.0376","0.2","25.6898","-0.88916","-0.259521","-0.376953","201","255"
"[201]",,"1307","67","0","-5.34393","-9.85439","0.2","25.6927","-0.951172","0.135376","-0.277588","201","255"
"[202]",,"3233","67","0","-5.39818","-10.0376","0.2","25.6898","-0.88916","-0.259521","-0.376953","201","255"
"[203]",,"1308","67","0","-5.4692","-9.97947","0.2","25.615","-0.962402","0.06427","-0.263184","201","255"
"[204]",,"1308","68","0","-5.4692","-9.97947","0.2","25.615","-0.962402","0.06427","-0.263184","201","255"
"[205]",,"1292","68","0","-5.39448","-9.73282","0.2","25.6702","-0.92627","0.265381","-0.266602","201","255"
"[206]",,"1307","68","0","-5.34393","-9.85439","0.2","25.6927","-0.951172","0.135376","-0.277588","201","255"
"[207]",,"1290","69","0","-5.31148","-9.63707","0.2","25.7373","-0.919922","0.302979","-0.248779","201","255"
"[208]",,"1307","69","0","-5.34393","-9.85439","0.2","25.6927","-0.951172","0.135376","-0.277588","201","255"
"[209]",,"1292","69","0","-5.39448","-9.73282","0.2","25.6702","-0.92627","0.265381","-0.266602","201","255"
"[210]",,"1296","70","0","-5.43195","-9.58893","0.2","25.6633","-0.89502","0.36792","-0.252686","201","255"
"[211]",,"1290","70","0","-5.31148","-9.63707","0.2","25.7373","-0.919922","0.302979","-0.248779","201","255"
"[212]",,"1292","70","0","-5.39448","-9.73282","0.2","25.6702","-0.92627","0.265381","-0.266602","201","255"
"[213]",,"1290","71","0","-5.31148","-9.63707","0.2","25.7373","-0.919922","0.302979","-0.248779","201","255"
"[214]",,"1296","71","0","-5.43195","-9.58893","0.2","25.6633","-0.89502","0.36792","-0.252686","201","255"
"[215]",,"1291","71","0","-5.35731","-9.48072","0.2","25.7293","-0.858398","0.473877","-0.195435","201","255"
"[216]",,"1291","72","0","-5.35731","-9.48072","0.2","25.7293","-0.858398","0.473877","-0.195435","201","255"
"[217]",,"742","72","0","-5.23484","-9.56657","0.2","25.7874","-0.891602","0.385498","-0.238281","201","255"
"[218]",,"1290","72","0","-5.31148","-9.63707","0.2","25.7373","-0.919922","0.302979","-0.248779","201","255"
"[219]",,"3975","73","0","-5.36066","-10.0417","0.2","25.8016","-0.00314331","-0.997559","-0.0668945","201","255"
"[220]",,"3972","73","0","-5.38843","-10.0771","0.2","25.7253","-0.558594","-0.68457","-0.46875","201","255"
"[221]",,"3411","73","0","-5.32506","-10.0144","0.2","25.76","-0.708984","-0.661621","-0.244507","201","255"
"[222]",,"3972","74","0","-5.38843","-10.0771","0.2","25.7253","-0.558594","-0.68457","-0.46875","201","255"
"[223]",,"3975","74","0","-5.36066","-10.0417","0.2","25.8016","-0.00314331","-0.997559","-0.0668945","201","255"
"[224]",,"3413","74","0","-5.4239","-10.1127","0.2","25.7679","0.0572815","-0.932617","-0.355713","201","255"
"[225]",,"3987","75","0","-5.48333","-10.1664","0.2","25.7467","0.278809","-0.924805","-0.259521","201","255"
"[226]",,"3972","75","0","-5.38843","-10.0771","0.2","25.7253","-0.558594","-0.68457","-0.46875","201","255"
"[227]",,"3413","75","0","-5.4239","-10.1127","0.2","25.7679","0.0572815","-0.932617","-0.355713","201","255"
"[228]",,"3972","76","0","-5.38843","-10.0771","0.2","25.7253","-0.558594","-0.68457","-0.46875","201","255"
"[229]",,"3987","76","0","-5.48333","-10.1664","0.2","25.7467","0.278809","-0.924805","-0.259521","201","255"
"[230]",,"4000","76","0","-5.51901","-10.1987","0.2","25.6635","-0.372803","-0.89502","-0.244995","201","255"
"[231]",,"3414","77","0","-5.49918","-10.1413","0.2","25.626","-0.86377","-0.380127","-0.331299","201","255"
"[232]",,"3972","77","0","-5.38843","-10.0771","0.2","25.7253","-0.558594","-0.68457","-0.46875","201","255"
"[233]",,"4000","77","0","-5.51901","-10.1987","0.2","25.6635","-0.372803","-0.89502","-0.244995","201","255"
"[234]",,"4012","78","0","-5.58406","-10.1935","0.2","25.5933","-0.800293","-0.597168","-0.0548096","201","255"
"[235]",,"3414","78","0","-5.49918","-10.1413","0.2","25.626","-0.86377","-0.380127","-0.331299","201","255"
"[236]",,"4000","78","0","-5.51901","-10.1987","0.2","25.6635","-0.372803","-0.89502","-0.244995","201","255"
"[237]",,"3414","79","0","-5.49918","-10.1413","0.2","25.626","-0.86377","-0.380127","-0.331299","201","255"
"[238]",,"4012","79","0","-5.58406","-10.1935","0.2","25.5933","-0.800293","-0.597168","-0.0548096","201","255"
"[239]",,"3995","79","0","-5.55673","-10.0976","0.2","25.5809","-0.976562","-0.0834961","-0.19873","201","255"
"[240]",,"1308","80","0","-5.4692","-9.97947","0.2","25.615","-0.962402","0.06427","-0.263184","201","255"
