submesh,gpu_id,vertex_id,nearest_distance,reforward_error,world_x,world_y,world_z,local_x,local_y,local_z
Wing,GpuId7157,5787,10.196555323,0.000000000,-5.279018093,-30.054994038,30.040289671,5.800779174,-1.764939474,-2.505154767
Wing,GpuId7157,3029,10.188327893,0.000000000,-5.279018093,-30.054994038,30.040289671,5.799113320,-1.803313213,-2.456585184
Wing,GpuId7157,2991,10.182910443,0.000000000,-5.279018093,-30.054994038,30.040289671,5.814097050,-1.666484291,-2.617628990
Wing,GpuId7157,5341,10.182910443,0.000000000,-5.279018093,-30.054994038,30.040289671,5.814097050,-1.666484291,-2.617628990
Wing,GpuId7157,4962,10.164165679,0.000000000,-4.698852660,-16.658073917,22.481721802,3.842508134,2.560187290,-0.006672562
Wing,GpuId7157,3597,10.159696781,0.000000000,-5.279018093,-30.054994038,30.040289671,5.813487443,-1.933924170,-2.265731759
Wing,GpuId7157,5592,10.140209532,0.000000000,-4.499035143,-16.377683127,20.406778214,4.171504829,3.441972712,0.448123582
Wing,GpuId7157,5796,10.103342960,0.000000000,-5.279018093,-30.054994038,30.040289671,5.774244866,-1.837585047,-2.417524020
Wing,GpuId7157,6676,10.087357963,0.000000000,-5.279018093,-30.054994038,30.040289671,5.805303540,-1.705860529,-2.575134747
Wing,GpuId7157,5571,10.086722608,0.000000000,-4.552189337,-16.421283790,21.038499274,4.054772065,3.178536015,0.316887870
Wing,GpuId7157,5577,10.062028454,0.000000000,-5.279018093,-30.054994038,30.040289671,5.814410331,-2.058646875,-2.049239509
Wing,GpuId7157,3462,10.037779593,0.000000000,-4.698852660,-16.658073917,22.481721802,3.789526731,2.548404462,0.013506311
Wing,GpuId7157,2993,10.024605643,0.000000000,-5.279018093,-30.054994038,30.040289671,5.799491918,-1.735631600,-2.541431608
Wing,GpuId7157,3186,10.022079738,0.000000000,-5.279018093,-30.054994038,30.040289671,5.774159863,-1.848708265,-2.402259580
Wing,GpuId7157,6671,10.013940530,0.000000000,-5.279018093,-30.054994038,30.040289671,5.802734198,-1.702498042,-2.579725325
Wing,GpuId7157,2684,10.008615408,0.000000000,-5.279018093,-30.054994038,30.040289671,5.777649357,-2.027770596,-2.117954169
Wing,GpuId7157,3299,10.004405717,0.000000000,-4.552189337,-16.421283790,21.038499274,4.071881865,3.175290539,0.314434681
Wing,GpuId7157,5085,10.004405717,0.000000000,-4.552189337,-16.421283790,21.038499274,4.071881865,3.175290539,0.314434681
Wing,GpuId7157,2994,9.988723332,0.000000000,-5.279018093,-30.054994038,30.040289671,5.800865613,-1.708430157,-2.573320426
Wing,GpuId7157,5342,9.988723332,0.000000000,-5.279018093,-30.054994038,30.040289671,5.800865613,-1.708430157,-2.573320426
Wing,GpuId7157,5575,9.979502215,0.000000000,-5.279018093,-30.054994038,30.040289671,5.742266197,-1.928433745,-2.294221562
Wing,GpuId7157,2926,9.972113106,0.000000000,-5.279018093,-30.054994038,30.040289671,5.791653947,-2.116894520,-1.937615422
Wing,GpuId7157,3510,9.962088816,0.000000000,-4.698852660,-16.658073917,22.481721802,3.860350892,2.552400746,-0.003528704
Wing,GpuId7157,3566,9.948953685,0.000000000,-4.698852660,-16.658073917,22.481721802,3.824934736,2.554249531,0.000390394
Wing,GpuId7157,5827,9.941863638,0.000000000,-5.279018093,-30.054994038,30.040289671,5.718256118,-1.984956061,-2.209408985
Wing,GpuId7157,5789,9.934493854,0.000000000,-5.279018093,-30.054994038,30.040289671,5.786922802,-1.752876025,-2.523789919
Wing,GpuId7157,5872,9.924167037,0.000000000,-5.279018093,-30.054994038,30.040289671,5.782191864,-2.152241794,-1.862970025
Wing,GpuId7157,5600,9.922658277,0.000000000,-4.552189337,-16.421283790,21.038499274,4.069754580,3.173893074,0.311386067
Wing,GpuId7157,3565,9.921086107,0.000000000,-4.698852660,-16.658073917,22.481721802,3.796193397,2.545967322,0.011817861
Wing,GpuId7157,3475,9.894653636,0.000000000,-5.279018093,-30.054994038,30.040289671,5.753716602,-2.106427531,-1.972083368
Wing,GpuId7157,5567,9.871318977,0.000000000,-4.552189337,-16.421283790,21.038499274,4.066942405,3.178598410,0.315745551
Wing,GpuId7157,5831,9.869353903,0.000000000,-5.279018093,-30.054994038,30.040289671,5.696133294,-2.047313965,-2.104447382
Wing,GpuId7157,3596,9.867100820,0.000000000,-5.279018093,-30.054994038,30.040289671,5.744617034,-1.920913403,-2.305152391
Wing,GpuId7157,3564,9.861415477,0.000000000,-4.698852660,-16.658073917,22.481721802,3.822215205,2.554327041,0.002301960
Wing,GpuId7157,4880,9.848965485,0.000000000,-5.279018093,-30.054994038,30.040289671,5.774616635,-1.792081360,-2.477724786
Wing,GpuId7157,2739,9.847258089,0.000000000,-5.279018093,-30.054994038,30.040289671,5.724681042,-2.160708313,-1.856944088
