local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
2487,8257,54479,1.177443866,1.618345752,2.590554194,0.283129846,1.549269760,-1.017398461,3.717780443,4bb7373b884ca14fcbca2b7904343000104c40018974010000000000ffffffff90614c6c024b7aca,915c5436891b719eeb3f3633eb4d4f55aec5de1f034c400109702000e50a050503020000ffffffff
2488,8258,54480,1.206284011,1.605866796,2.855476812,0.071969161,1.016042851,-2.651519407,5.653456449,38ba553a2150e3cdc797cf601034000000000000e718000000000000ffffffffbc61b3716352a4db,25479b105805523e713d2d2e3144885973819d490614700000000000c03f000000000000ffffffff
2489,8259,54481,1.212483295,1.609345443,2.858353279,0.506188536,1.839488319,-1.246940534,4.171960608,d9ba943a2b5072d0bb33bf6c1034000000000000fe01000000000000ffffffffd36111709f5170dc,3273dc4a6b188bbca33f42342b4f1456dff9bf21032430010a506001d41c080202010000ffffffff
2490,8260,54482,1.211636188,1.607909811,2.858065632,0.501953000,1.757325987,-1.240612306,4.162347446,c3ba7a3a2a503dd0bbbf3e6a1034000000000000fc03000000000000ffffffffec608570c44f90dc,c4720c45811885c1b13f4334854f0b56a1dd7f1a032430010a506001cf21080302010000ffffffff
2491,8261,54483,1.210596556,1.608958927,2.851162111,0.303075367,1.652911357,-1.022288455,3.978585906,a8ba8d3a1250efcfbeb38e6a1034000000000000fb04000000000000ffffffff6f6034729a5020e5,975ea93d781bc19cd73f32335e4e4c555f4dbe1c034c400109706001dd13060503010000ffffffff
2492,8262,54484,1.211559178,1.610560209,2.847997997,0.403188019,1.752577358,-1.667192374,4.589180416,c1baaa3a075030d091033e6d1034000000000000fd02000000000000ffffffff86573d61d61928f6,bf68b644b61284d5863f8335e44d6e5761e5de68081ca00003309000594b2e1714010000ffffffff
2493,8263,54485,1.180447246,1.615695355,2.644631775,0.424596724,1.555619671,-1.185096491,3.904066815,99b7073b444d944ed90aac7a0d100001034c00008c71020000000000ffffffff8767d9460f0590e7,eb6ac736421949a6d63f4d34f64ffb553b150f1e032430010a50c001cd2a040201000000ffffffff
2494,8264,54486,1.148873256,1.602443366,2.901500285,0.473112856,1.651586158,-1.502083163,4.455402823,65b4173ac150b1528cf2ed5c1310400103340000d81f050300000000ffffffffdc66a444a80561a8,d76f913df414a6bdac3f1b35fd4efe567fc57f670a0c90000720c000745f140c0a010000ffffffff
2495,8265,54487,1.148064654,1.599516885,2.906965573,0.507343682,1.436517420,-1.502370810,4.458625295,50b4e239d450a9521afe8e141310400103340000c82b060600000000ffffffffbd6748498105adc7,50735a2ef314a8c3d63f4335974f16576a01ef1003288000091cc0006c67100f0d000000ffffffff
2496,8266,54488,1.150837004,1.601725549,2.899486758,0.245433582,1.085339710,-2.298576897,5.301535198,98b40a3aba506652cbe6af5e1310400103340000b53b090500000000ffffffffbd6748498105b4c7,be588215230a3842a93dce30254bf3586b851d4a05188000070000008569090800000000fffffdff
