local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
51,501,46723,-0.029314095,0.971687123,-1.018205583,-0.096562297,0.838625610,-0.971366146,0.156274181,1b3c0d39c64b405644624a3b020c400000000000954b1e0000000000ffffffff3a73e34c0e68d5c2,3b334f1a2d4e177e313c52399f49de56a8f168be0308000000000000aa55000000000000fffffbff
52,502,46724,-0.029432490,0.971856197,-1.024603164,-0.094756778,0.880708215,-1.033133273,0.112463238,173c1739724b575692dba12b020c400000000000954b1e0000000000ffffffff3972214a6067b0e9,78330824024b774a303c39390d49fe564b8c5bb00308000000000000aa55000000000000fffffbff
53,503,46725,-0.029166102,0.971957642,-1.028258925,-0.093040054,0.854214265,-1.007542947,0.135545329,203c1d39424b6256f0dad344020c400000000000954b1e0000000000ffffffff2772b95063672cda,b233e91d524c6f76363c4e395549f256fce02ab80308000000000000aa55000000000000fffffbff
54,504,46726,-0.029018109,0.972042179,-1.028944380,-0.090672160,0.909061984,-1.046613892,0.089888479,253c2239394b6056146b232f020c400000000000954b1e0000000000ffffffff89716753e86470e0,0234952a514a9f49313c3039af4801573cb8bbae0308000000000000aa55000000000000fffffbff
55,505,46727,-0.029314095,0.972228161,-1.026354883,-0.102452434,0.833857713,-1.008913857,0.157479481,1b3c2d395b4b8156a96a9d52020c400000000000954b1e0000000000ffffffff787956591f69c9c4,74323519404c401a323c4639b249fa56b43da6c20308000000000000aa55000000000000fffffbff
56,506,46728,-0.024252721,0.970182361,-0.999241323,-0.117754952,0.881621217,-1.031305393,0.132717173,c63cb438bf4c505632b6902c020c4000000000007b60230000000000ffffffff2b740d4d0767c0d7,6f303e241a4b0765393c43396d490357a07a61a60308000000000000aa55000000000000fffffbff
57,507,46729,-0.029284497,0.971957642,-1.017672451,-0.094756778,0.880708215,-1.033133273,0.113367166,1c3c1d39cd4b6656786e3e53020c400000000000954b1e0000000000ffffffff547978576d6916cc,78330824024b218b3a3c49390d49fe56e68c5bb00308000000000000aa55000000000000fffffbff
58,508,46730,-0.024311918,0.970148546,-0.999622131,-0.090672160,0.909061984,-1.046613892,0.101702877,c43cb238ba4c4d5600d2e304020c4000000000007b60230000000000ffffffff7774b04fdb672bb3,0234952a514a018a3e3c4739af48015706b9bbae0308000000000000aa55000000000000fffffbff
59,509,46731,-0.029373293,0.971906920,-1.017672451,-0.078743892,0.872710999,-1.049812683,0.115370192,193c1a39cd4b5956deea7c34020c400000000000954b1e0000000000ffffffff2772b9506367adc5,95352f22274ad429333c3939dd480a573254cfd30308000000000000aa55000000000000fffffaff
60,510,46732,-0.029491688,0.971974549,-1.028944380,-0.105471500,0.862701797,-1.049812683,0.134718047,153c1e39394b60568c6b232f020c400000000000954b1e0000000000ffffffff787956591f6975a9,0e32df1f274a381b373c3d396349115776dd64c80308000000000000aa55000000000000fffffbff
61,511,46733,-0.024400714,0.970097824,-0.999241323,-0.128025694,0.916991571,-1.064588050,0.133523800,c13caf38bf4c5056c8b7902c020c4000000000007b60230000000000ffffffff69797f58516aef7c,142f6a2c6549123b3e3c39393f491357751a70db0308000000000000aa55000000000000fffffbff
62,512,46734,-0.024311918,0.970064009,-0.998555868,-0.104346750,0.910938709,-1.095738179,0.139089098,c43cad38c84c405688d6069f020c4000000000007b60230000000000ffffffff4873b7541f664cd6,3432042bcc47e8163c3c3039e14826572bc9e5ca0308000000000000aa55000000000000fffffaff
63,513,46735,-0.029402891,0.972109809,-1.020566595,0.106869433,0.833823898,-0.960855833,0.203121920,183c2639a74b7056aa7e8f64020c400000000000954b1e0000000000ffffffff537a7158706936c4,144e3319b74e7c2e303c5039dc49dc56b56baf230308000000000000aa55000000000000fffffbff
64,514,46736,-0.024341517,0.970131639,-0.996499502,0.096569092,0.838625610,-0.971366146,0.180402042,c33cb138e34c4e56898c8f17020c4000000000007b60230000000000ffffffff8379125c2667a98d,b84c4f1a2d4e3c252d3c4b399f49de56620d673e0308000000000000aa55000000000000fffffbff
65,515,46737,-0.024519109,0.970249991,-0.999622131,0.096569092,0.838625610,-0.971366146,0.181068304,bd3cb838ba4c6b561a56193e020c4000000000007b60230000000000ffffffffeb784d5a4d672ec9,b84c4f1a2d4ee801313c52399f49de56a80d673e0308000000000000aa55000000000000fffffbff
66,516,46738,-0.024282320,0.970351436,-1.001373850,0.091418922,0.832944712,-0.935646315,0.191278577,c53cbe38a34c6956cbdac02a020c4000000000007b60230000000000ffffffffde793c5a3369e983,0a4cff18025054bf2d3c5339b249cb56ff4fd6a00308000000000000aa55000000000000fffffbff
67,517,46739,-0.024400714,0.970114731,-0.997870413,0.089643001,0.836461458,-0.974564937,0.177235187,c13cb038d14c4f56f0e5f83e020c4000000000007b60230000000000ffffffff4e77b85cc36520cb,ce4bcf19034e1f392e3c4b398949e0567c3080260308000000000000aa55000000000000fffffbff
68,518,46740,-0.024341517,0.970554325,-1.006019713,0.102459229,0.833857713,-1.008913857,0.186474580,c33cca38664c7a5658ff3027020c4000000000007b60230000000000ffffffffa574765c4c6300fe,7f4d3519404c8f67323c4639b249fa56bcc1a9420308000000000000aa55000000000000fffffbff
69,519,46741,-0.024519109,0.970757214,-1.011808001,0.093046849,0.854214265,-1.007542947,0.165596510,bd3cd6381a4c9a56b0d5b944020c4000000000007b60230000000000ffffffff5e7aad59076758d2,414ce91d524c9009363c4e395549f256fc1c25380308000000000000aa55000000000000fffffbff
70,520,46742,-0.024430313,0.970300713,-0.997184957,0.093046849,0.854214265,-1.007542947,0.165481827,c03cbb38da4c70569ca48f58020c4000000000007b60230000000000ffffffffeb784d5a4d67ebb2,414ce91d524cfc2b2f3c42395549f256b31c25380308000000000000aa55000000000000fffffbff
71,521,46743,-0.024519109,0.970199269,-1.001373850,0.095740329,0.823290566,-0.968472002,0.192683759,bd3cb538a34c6956c7dbc02a020c4000000000007b60230000000000ffffffffb778b9573e6728f1,9c4cc416534e7f652f3c4e39cb49e056c0cd66400308000000000000aa55000000000000fffffbff
72,522,46744,-0.024341517,0.970334528,-1.002135467,0.112759570,0.848347385,-0.998936676,0.183542375,c33cbd38994c6b56bd4eb403020c4000000000007b60230000000000ffffffff4577d259126570fb,db4e8e1cc34cbc26343c4a39ba49f15645572f280308000000000000aa55000000000000fffffbff
73,523,46745,-0.024430313,0.970537417,-1.005867390,0.083516074,0.848685534,-1.012645780,0.162930202,c03cc938684c8656ad761542020c4000000000007b60230000000000ffffffff4e77b85cc3656db8,ff4aa21c0f4cbf4b303c43393c49f6563a24601a0308000000000000aa55000000000000fffffbff
