local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
3391,16521,62743,-0.921240348,1.531135206,0.912133759,2.072486541,1.791549372,0.212278912,3.085451836,9b386438b149ac598305ff6d6280c105682070067a5f1d0602000000ffffffff2e474528510d8cd6,a150485fa13b653c1f4085371b39033771be6403154c20055044d104614a2b1f0a000000ffffffff
3392,16522,62744,-0.900308599,1.543794954,0.753305590,1.977076709,1.801201123,0.168343580,2.947504825,c638483a80469a5a70782f5798a03208970442075a3b212117120000fffffeff874b3642321df5bb,dd4fb960bf3aac2319407c371b39dd36ae8ef601154c20055044d1046e55251007000000ffffffff
3393,16523,62745,-0.935357108,1.531292145,0.863338324,1.973669215,1.833373624,0.222387926,2.994078286,7e386a38b648b05948068a3e6280c105089c8106a825240604030000ffffffffb05a6433f922a8e2,d64f8765d53b38421b4099371139f236b5839510154c20055044d1046b5e200b0b000000ffffffff
3394,16524,62746,-0.776178459,1.530925954,1.072517162,1.901138271,1.838238734,0.196143370,2.833813163,c5395c38ea4c7859cf9cee577750f208706c92086f3c32100b060000ffffffff155b2135a42268da,414f41664e3b11a04c41ec336a34e7377eb8850c154c20055044d10478611e0503000000ffffffff
3395,16525,62747,-0.788348081,1.530664389,1.075822032,6.351325461,1.753282405,-0.131233176,7.244410213,ac395238fb4c7a59d7307f5b776cf20899244209782e261210100000ffffffff8a4fb220b21830cb,f7729159ba3467410841e13bb838b42101488c5e4a38d1044b300100fd01010000000000ffffffff
3396,16526,62748,-0.774231320,1.540970052,0.931574172,6.186305393,1.798977820,0.144043064,7.009696469,c939dc39154a135a90cc3f597dec410772f0e108822c271712010000fffffdff7f4fd11fdf183dc2,a4716460423a5813da40a72d883bb7392d5278004a30d1044e2c0100e417020101000000ffffffff
3397,16527,62749,-0.769850256,1.541100834,0.930796555,5.373374677,1.811506786,2.048037057,6.249844662,d239e139114a125a7cfccf5e7dec410772f0e1087440291809010000fffffdffd14d9f408d1cc0bb,1e6b43628460719e1d41943954385533a7b1297f4c3ca1044d400100a729240b01000000ffffffff
3398,16528,62750,-0.925621411,1.531789118,0.901830341,5.305224797,1.788044400,1.287528123,6.248029611,92387d387c49ba59bb15cf6e6280c105689cb1056a4a470101010000ffffffff4e467323990cf8e7,926ac25e3c51d5a4ee404a3af2384031dcc1da3d4c34a1044f40e10493451e0504000000ffffffff
3399,16529,62751,-0.887165407,1.545050467,0.723561759,6.047571708,1.850479978,1.459381369,6.980350747,e138783ae745a95ab1c04d578008420781fc31087b2f22200c080000fffffdffa75ee6304a2720d0,87701568b05409a22c417a3a3738a2303306b73f4c28b1044f340100825c160904000000fffffcff
3400,16530,62752,-0.736262101,1.529199624,1.106537884,5.177687163,1.702852663,2.486612762,6.075323691,173a1a38994d4359b8b40f5970cc710775d08107c4200f0604010000ffffffff03493f3a2617b6cc,8c6909525469c80f2841e835dd399a3a77c139414c3cd1044a0000008864110200000000ffffffff
3401,16531,62753,-0.938277818,1.535869533,0.814154081,5.047715606,1.671569483,2.539490684,6.231157046,78381939b947085ab5802d6e5c7411065b9ce105704e3b0302000000ffffffff8c5f1a2c6228c0d4,81685d4d646a881226413b36bd39963a1e7366084c3cd104000000008564150000000000ffffffff
3402,16532,62754,-0.704621085,1.529591972,1.114314049,4.978592156,1.702198750,2.323313297,5.812949769,583a2938c14d3b59cd0cee0b70d4410776ccf1069939220703010000ffffffff024ccb42eb1ca9bb,f367f0510c66181013410736d0395c3a66d589414c3cd10450000000a0411e0100000000ffffffff
3403,16533,62755,-0.935843893,1.531475240,0.871503297,5.261414159,1.698929187,2.829736041,6.501440123,7d387138e048b3595d5a5b3c62700106089c8106a827250403030000ffffffff915ec32aef27aacd,386a73513970200e47413b36bf39f73a80153a414f30d1044a000000ad47080300000000ffffffff
3404,16534,62756,-0.700726806,1.530141259,1.105954671,4.867605208,1.657523439,2.315537132,5.699617300,603a3e38964d4359afc4bd0c75c0410776bc3107733f271e07000000ffffffff1f60ff2e092918d3,0f67444be465600c0d414236b9394b3a0cd609034c3cd10450000000a139220200000000fffffeff
3405,16535,62757,-0.716790706,1.528728807,1.118979748,5.231233498,1.692468530,2.690153880,6.154217317,3f3a0838d94d2f59df849e6870cc410775947007cd1e0d0302010000ffffffffdc5f1730cf2882ce,fa697c506b6d980e3a411936cb39d13a84052a414f30d1044a00000091600b0300000000ffffffff
3406,16536,62758,-0.723605694,1.528650338,1.116258090,4.945004000,1.673008090,2.355389978,5.804259028,313a0538cb4d3259d5548f6470cc410777d45102be300b0302010000ffffffffe95e592bb12788db,ae67944db166901014412a36c3395e3a926e66014c3cd10450000000a0401f0000000000ffffffff
3407,16537,62759,-0.705107870,1.530088946,1.108870733,5.177200378,1.677219288,2.834012932,6.131827890,573a3c38a54d4559e5307f5975c0410776bc31076958251404010000ffffffffaf5d3f296d27eacf,8b69354e4f70601044416836ae39ee3af73a34044f30d1044a000000aa4a0a0100000000ffffffff
3408,16538,62760,-0.696832527,1.530716702,1.098567314,4.731305447,1.690977609,2.276656308,5.556820952,683a5438704d4b59c5089e0c76d441076fc021076a372a210e050000ffffffff0a4eb43fbc1c9bc6,f76543501c65d82705417236a639313a9ecb920d4c3cd10450440100a12d290800000000fffffeff
3409,16539,62761,-0.920753563,1.531762962,0.905524019,-0.248503671,1.241948884,-2.223799169,3.213810158,9c387c388f49b85966392e726280c105686c71065e56480101010000ffffffffa05f752d092844d8,013e340dae0a18f342414638442d663acfb05c86081460000c000000e913020100000000fffff7ff
3410,16540,62762,-0.713869997,1.529487346,1.114897261,-0.308864994,1.252594581,-2.219327874,3.370126987,453a2538c44d3e59dc48ff5c70d4410773d87107ba1e1c0703010000ffffffffeb636231b72d00e7,853dcb0ec50a3811414045311a310d395c63d3cc0814c00006000000e915010000000000fffff7ff
3411,16541,62763,-0.692938248,1.524020636,1.151250832,-0.213455161,1.256491901,-2.284064448,3.478917465,703a54377f4eef5817197d477368010708606100b72b0e0706010000ffffffffa95fb52c3328c4df,493e600f780900ee4c412e387b2d7d3a9e70ed88081850000c000000d8190d0000000000fffff7ff
3412,16542,62764,-0.709002149,1.529539659,1.115286069,-0.260186508,1.256727309,-2.356382782,3.511174543,4f3a2738c64d3d59e4dc9e5970d4410773d8f106ab2b200504010000ffffffff735fc42ed127a8c8,e93d690f040879a7ed41483aa22c883af6a9c2c9081850000c000000886e090000000000fffff7ff
3413,16543,62765,-0.721658555,1.529356563,1.113342028,-0.217349440,1.240667215,-2.354827549,3.516513819,353a2038bc4d3f59d6c83f6270d0310775dc6107cc10100f03010000ffffffffca631c31ca2d80e6,413e030d0c0808fd55414138222d913a225a2780081850000c0000009d5b070000000000fffff7ff
3414,16544,62766,-0.691477894,1.524072949,1.150278812,-0.144331711,1.263240279,-2.408871896,3.610395599,733a56377a4eef58ffe45d5e7368010708606100b8280f0807010000ffffffff7a5c4728d026f4d6,d73e6210f60604de5d410f38ec2da23a3f90be90062050000c000000d12a040000000000fffff7ff
3415,16545,62767,-0.694885388,1.531292145,1.088458300,4.404672806,1.781217553,0.437398888,5.147021938,6c3a6a383c4d5559d8709f576fd8410772c451075c412c1312110000ffffffff7a5e522c8927d4dd,5863bd5d274078108040ab34613aa838aa5989404d4401054c28e104ba2a0f0b00000000ffffffff
3416,16546,62768,-0.710949288,1.530036633,1.105177055,2.517407903,1.710333423,0.431761168,3.302769451,4b3a3a38924d4659ef041f5a70d4410776bc31077a52210d03020000ffffffffc364d130592c04de,335427530a4044303c40e8370139bb3795a2d80150445101524cd004463f37340f000000fffffeff
3417,16547,62769,-0.704134300,1.524936114,1.158443785,2.193695972,1.739262518,0.259324710,3.041672435,593a7737a44e0259b6b4de4e73c0a10508606100ac390f0604020000ffffffffe4493429090f8cd3,9a517957933ce53b2740993717393837212af403154801051344d1046032302915000000ffffffff
3418,16548,62770,-0.890086117,1.542853320,0.836316151,2.424431995,1.732278731,0.525269552,3.334465817,db38243a2b48835a9fe8de62a860920a96d0c10957382f2d0c070000fffffeff68643f31062ea8ee,74536e56eb411c2b40402438dc38d5374ed7160815401105524c00004d3c333310000000fffffdff
3419,16549,62771,-0.690017539,1.523732915,1.150084407,2.043279450,1.802038131,0.334364702,2.865966654,763a4937794eea580fad4c5e7368810070606100a53c0a0a09010000ffffffff786591313c2dc8db,6550d960153e834a2140b33709391537e4b2c110154c00055244d1045b5323220c000000ffffffff
3420,16550,62772,-0.701213591,1.523916010,1.164470313,2.110942545,1.774626113,0.351083457,2.938141567,5f3a5037c34ef558963cbe0c7368010758206000b0310f0807010000ffffffff195f27316d28e0db,f050c15c6b3e4f512440b93708392c377b03980b154c00055244d10459452d280c000000ffffffff
3421,16551,62773,-0.731394252,1.528624181,1.110425966,2.466295493,1.768557804,0.600892756,3.246908059,213a0438ad4d3459b930ef5570cc410777d48107b23c070702020000ffffffffc9649d314c2cccce,ca53d95b7043e81945403238d438f6372c3b030750541005524cd0044c42393007000000fffffdff
3422,16552,62774,-0.707541794,1.524648393,1.158638189,-0.286959675,1.227562806,-2.210579689,3.408339518,523a6c37a54e0159a9f8be6573c0a10508608107bc28130403010000ffffffff0a5f1d308d2753c1,b23d0e0bf20a70ef4140fd30393100394aa7a2880814c00006000000e916000000000000fffff8ff
3423,16553,62775,-0.730420682,1.529225781,1.109842754,-0.288906814,1.259866090,-2.251793363,3.401188986,233a1b38aa4d4159d2a41f6770cc510777d08107cd1a080807010000ffffffff8b479d237e0d44d7,ae3de10f1e0ab0e7464042315131163987abd2cb081460000c000000ea10040100000000fffff7ff
3424,16554,62776,-0.880837204,1.544631963,0.765553050,-0.294261448,1.241059563,-2.193472126,3.031840581,ee38683abf469e5a8bccde5f80044207826032086c431f1a0e090000fffffdff7f469425a50ca0d2,a33d120d4a0b20003e401b3110310039e17518c00814c00006000000e619010000000000fffff8ff
3425,16555,62777,-0.895440750,1.544579650,0.730171499,-0.255318659,1.246055455,-2.254320617,3.066931068,d038663a0946a65a96bc1e64810c020882604207602f1e1c1b1b0000fffffeffeb44b622920c7803,f33dd10d110a780047414b38172d6f3a3d128780081460000c000000eb0f050000000000fffff7ff
3426,16556,62778,-0.886678622,1.545442814,0.676710365,2.753498561,1.794531214,0.770801961,3.649902490,e238873af644ab5a92e5a748800842077f0432086c3725240e040000fffffdffad459f2de60b90d7,1856ba5fda46e80d5c400538fc383a381b1e7901514051015234310164581a1909080000fffffdff
3427,16557,62779,-0.931949614,1.543324137,0.702371709,2.691190098,1.751216041,0.726283416,3.629177895,8538363a7a45a55ab9545d6aa9ac810a9c78a20a5a531d15130d0000fefeffffed4375319c0c73c3,98554259f545700655400838f73826387e6a260150442105154cd0046050271809060000fffffdff
3428,16558,62780,-0.946553160,1.542617912,0.643078451,2.679507262,1.765523649,0.679043214,3.633083348,67381b3a4944975a19e4cb679e70a2066ba4d106454443200c070000fefeffff16450730680c8cd8,8055655b0245500850400c38f4381938682ae6405140210515343101703a232109080000fffffdff
3429,16559,62781,-0.939251387,1.542853320,0.682542489,3.423801313,1.739393301,1.543169547,4.451464451,7638243a14459b5a9bac5c6a9c78b2066aa492064a47342212050000fefeffff5d4c1b43521ecbbe,795b7e575f5648199b4098372e39ed38f579d542503411054c4801009a35260a01000000fffffdff
3430,16560,62782,-0.931949614,1.530638232,0.877335421,5.906404099,1.843993165,1.654368706,6.889488627,85385138fe48a0597036ea3d6280810068707106a62e150e07010000ffffffff5b43b130ae0ba4bd,656f1d679b58dda02941453a3c3840312912b73f4c28f1044b340100884e1a0a05000000fffffdff
3431,16561,62783,-0.948500300,1.543062572,0.619166744,3.221785596,1.634531871,2.052119544,4.410556066,63382c3ace43a45a02bd5e6f6b78c2096aa492064c44322b0c060000fefeffffc946e32afe0b2cdf,da59d54799605827af405238c7382539df6147405034c104514801008b35201e00000000fffffeff
3432,16562,62784,-0.920753563,1.543690328,0.739891705,6.855147791,1.872268347,1.172246478,7.794840346,9c38443a3b46a75a9becad5fa8a4b206aa6032087c2a1b1813120000ffffffff7345902b660bd8e0,0277566beb4e68154841162f613b003b2b2e58004b28c1044f34e1045d58490100000000fffffdff
