draw_vertex_id,stored_vertex_index,raw_u16_x,raw_u16_y,raw_u16_z,raw_u16_w,local_x,local_y,local_z,pix_world_x,pix_world_y,pix_world_z,pix_uv_u,pix_uv_v,pix_normal_x,pix_normal_y,pix_normal_z,pix_tangent_x,pix_tangent_y,pix_tangent_z,pix_tangent_w,pix_texcoord4,raw_hex_0_7,raw_hex_8_39
9704,26822,556,545,558,446,-0.706390356,0.885173127,-3.580185617,-10.245300000,-10.617100000,26.319100000,0.173462000,0.968262000,-0.873535000,-0.233398000,0.427002000,0.307617000,-0.943848000,0.121155000,-0.436279000,196728,2c0221022e02be01,210224022e0225022e0224022e02250223022a022e0223021f022a0223022a02
9705,26823,543,522,543,484,-0.706993865,0.883771215,-3.581852939,-10.185100000,-10.643200000,26.296600000,0.180176000,0.979004000,-0.599609000,-0.562500000,0.569336000,0.771973000,-0.594238000,0.225708000,0.144287000,196728,1f020a021f02e401,0a02e4011f02e201d601e401e201e401d6012f02c40324022102c40325022402
9706,26824,549,964,544,544,-0.706715322,0.910712294,-3.581741784,-10.222800000,-10.656100000,26.339500000,0.170166000,0.975098000,-0.546387000,-0.664062000,0.510742000,0.787598000,-0.615234000,0.037628200,0.094360400,196728,2502c40320022002,23022502230220021f0222021f0220021f022202e201dc01e2012202e201dc01
9707,26825,470,452,964,545,-0.710382803,0.879504529,-3.535056760,-11.085600000,-10.679800000,27.527600000,0.060607900,0.964355000,-0.745117000,-0.434570000,0.506348000,0.055481000,0.714355000,0.697754000,0.710938000,196728,d601c401c4032102,0a04c403c401c103c4030a04c403c1030b040b042002c40320020b0422020b04
9708,26826,476,546,476,1035,-0.710104260,0.885234079,-3.589300312,-11.089700000,-10.668400000,27.537100000,0.063110400,0.963379000,-0.711914000,0.164673000,0.682617000,0.004283910,0.974121000,-0.225342000,0.639648000,196728,dc012202dc010b04,46024602d801dc01d801d601dc012102d301c4015301c401d301d20e0b04c103
9709,26827,1035,3794,3761,1035,-0.684153351,1.083208339,-3.224156726,-11.053100000,-10.779900000,27.504700000,0.091613800,0.378418000,0.362061000,-0.044433600,0.931152000,0.444580000,-0.869629000,-0.214355000,-0.373779000,196728,0b04d20eb10e0b04,b10e46026d104602b10e46026d10af0e4602af0ee5014602e501d801e501e301
9710,26828,472,470,472,483,-0.710289956,0.880601677,-3.589744931,-11.060000000,-10.767500000,27.532900000,0.091674800,0.373779000,-0.024032600,0.213623000,0.976562000,0.875977000,-0.467285000,0.120422000,0.277832000,196728,d801d601d801e301,b30eb10ed20e6f10b10eb30e6d10b10e6f106d106f10b20e6d10b20eaf0eaf0e
9711,26829,3762,3851,3851,573,-0.557555624,1.086682641,-3.214152793,-11.074300000,-10.758200000,27.478100000,0.051605200,0.869629000,0.095886200,0.156982000,0.982910000,0.665527000,-0.744629000,0.053619400,-0.074096700,196728,b20e0b0f0b0f3d02,af0e4702af0e3d02af0e4702e501d20e3f10b30eb30e3f10b40eb40e6f10b30e
9712,26830,3800,4207,3764,3800,-0.555791520,1.108381790,-3.223823262,-11.093100000,-10.650900000,27.745800000,0.117798000,0.347656000,-0.004005430,-0.012397800,1.000000000,0.520020000,0.854004000,0.018432600,0.954590000,196728,d80e6f10b40ed80e,d70e6f106f10d70ed30eb20e6f10d30e0b0fb20ed30ed30e3d020b0fff103f10
9713,26831,3794,3764,4159,4351,-0.556070062,1.081379759,-3.179917108,-10.983900000,-10.032200000,26.756300000,0.478760000,0.985840000,0.447510000,0.576172000,-0.684082000,-0.219849000,-0.667969000,-0.710938000,-0.794922000,196728,d20eb40e3f10ff10,4210b40eff10b40e4210b50ed80eb40eb50eb50e6a10d80ed80e6a10d70e6a10
9714,26832,4355,3799,3799,4355,-0.530026306,1.083513103,-3.219932843,-10.975000000,-9.993870000,26.742800000,0.794922000,0.377686000,0.116028000,-0.982910000,0.142334000,0.992676000,0.118835000,-0.023941000,0.729492000,196728,0311d70ed70e0311,d30ed30e03110c0f0c0f3d02d30eff10fc10421034104210fc10411042103410
9715,26833,4161,3765,4162,3765,-0.539032525,1.081440712,-3.179583643,-10.946700000,-9.973610000,26.672900000,0.784180000,0.370605000,-0.710938000,-0.680176000,-0.178833000,0.606445000,-0.461670000,-0.647461000,-0.103149000,196728,4110b50e4210b50e,411004116a10b50e0411fc10ff10d90efc10d90efa104010fc10fa10fc104010
9716,26834,4148,4160,4161,4148,-0.539636034,1.105517015,-3.179694798,-10.974800000,-10.043300000,26.755800000,0.479004000,0.983887000,0.381348000,0.507324000,-0.772461000,-0.276367000,-0.733398000,-0.620605000,-0.861816000,196728,3410401041103410,401004114110211004114010041121106a10211022106a10b90e6a1022106a10
9717,26835,3769,4355,3801,3768,-0.557230658,1.117402785,-3.219710534,-11.011100000,-10.014900000,26.748400000,0.476562000,0.989746000,0.541504000,0.726562000,-0.422852000,0.106140000,-0.556641000,-0.823730000,-0.522461000,196728,b90e0311d90eb80e,fa10b80efe10fa100911fa10fe1009114010fa10091121104010211009112e10
9718,26836,4142,4140,4129,4130,-0.539914577,1.104297962,-3.183251752,-11.002700000,-10.019700000,26.753100000,0.477295000,0.988770000,0.528320000,0.632324000,-0.566895000,-0.112366000,-0.606934000,-0.786133000,-0.694336000,196728,2e102c1021102210,21102c10b80ed90ed60e0d0fb80ed60eb80e0d0f05110511fe10b80e05110911
9719,26837,4350,4357,4141,4361,-0.530258425,1.117524690,-3.181917895,-11.004000000,-10.046600000,26.736500000,0.474121000,0.987305000,0.576660000,0.679199000,-0.453613000,0.028564500,-0.571777000,-0.819824000,-0.584961000,196728,fe1005112d100911,2e1009112d102d102e0f2e102e0fba0e2e102c102e10ba0eac0ed60ed90e0d0f
9720,26838,3798,3756,3755,3853,-0.555884367,1.080892138,-3.224823655,-10.993400000,-10.023400000,26.755200000,0.478271000,0.987305000,0.490967000,0.584961000,-0.645508000,-0.216553000,-0.634766000,-0.741699000,-0.772949000,196728,d60eac0eab0e0d0f,ac0e71100d0fab0e711005110d0f7110380f0511380f2d0f05112d0f2d100511
9721,26839,4141,3885,3881,3886,-0.539961001,1.088755032,-3.210818148,-10.971300000,-10.092900000,26.745500000,0.477295000,0.982422000,0.283691000,0.302246000,-0.910156000,-0.197510000,-0.910156000,-0.364502000,-0.897949000,196728,2d102d0f290f2e0f,2d10290fac0ed00eab0ed00e7110ab0ed00eae127110ae12901271109012280f
9722,26840,4209,3896,4209,3880,-0.536804182,1.089425511,-3.174359367,-11.002800000,-10.033900000,26.743600000,0.475586000,0.987793000,0.548340000,0.677734000,-0.489990000,0.044891400,-0.608398000,-0.792480000,-0.593262000,196728,7110380f7110280f,3c11380f280f380f3c11260f380f260f2d0fd00eac0ecb0e0e0fd00ecb0e7810
9723,26841,3792,3854,4782,3792,-0.556162910,1.086865499,-3.110667655,-10.975800000,-10.063500000,26.739900000,0.476318000,0.982422000,0.271973000,0.246338000,-0.930176000,-0.133423000,-0.946777000,-0.292725000,-0.869629000,196728,d00e0e0fae12d00e,7810af12ae127810af123e11ae12ae123e11cf00cf003c11ae12ae123c119012
9724,26842,4752,4412,3880,3757,-0.511596053,1.120877087,-3.210929303,-10.989100000,-10.058400000,26.740500000,0.475342000,0.984863000,0.411377000,0.466553000,-0.783203000,-0.208374000,-0.785645000,-0.582520000,-0.848145000,196728,90123c11280fad0e,0e0fcb0e78100e0fad0ead0e480f7810480faf127810480f3e11af12d0003e11
9725,26843,3912,4414,208,4416,-0.550592053,1.120998992,-3.619089804,-11.016900000,-10.008600000,26.742300000,0.475830000,0.991211000,0.463623000,0.882812000,-0.078857400,0.456055000,-0.312256000,-0.833496000,-0.119324000,196728,480f3e11d0004011,3e114011cf00cb0ed10ead0eb00ead0ed10eb00e480fad0e480fb00e0f0f0f0f
9726,26844,3910,3912,3898,3912,-0.550684901,1.090400754,-3.208928516,-10.978600000,-10.054600000,26.746900000,0.477051000,0.983887000,0.369385000,0.473633000,-0.799316000,-0.175049000,-0.808105000,-0.562012000,-0.844727000,196728,460f480f3a0f480f,460f480f3a0f3f113f11d000480f0f0fb00ed10e0f0fd10ea80e0f0fa80ea70e
9727,26845,3894,3855,3751,3855,-0.551427681,1.086926452,-3.225268275,-10.979800000,-9.986480000,26.748800000,0.796387000,0.376465000,-0.036132800,-0.934570000,0.354248000,0.994629000,-0.066772500,-0.077270500,0.588867000,196728,360f0f0fa70e0f0f,360f460f360f3a0f460f3a0f360f2f0f3a0f2f0f370f3a0f370f350f3a0f350f
9728,26846,4415,4415,3893,208,-0.527240877,1.121059945,-3.209484290,-10.978400000,-9.993660000,26.746600000,0.796387000,0.377441000,0.110352000,-0.972656000,0.204956000,0.978516000,0.069458000,-0.194458000,0.646484000,196728,3f113f11350fd000,a70ea80ed40ed300a70ed40ed300360fa70ed3002f0f360fd3001c112f0f2f0f
9729,26847,4380,3895,3889,3895,-0.528865710,1.089364559,-3.209928909,-10.965000000,-10.084400000,26.753400000,0.479248000,0.982422000,0.281006000,0.313965000,-0.906738000,-0.378418000,-0.830566000,-0.408447000,-0.954590000,196728,1c11370f310f370f,1c111c111b11310fca0ed40ea80e1b11d40eca0ed40e1b11d3001b111c11d300
9730,26848,210,208,3893,208,-0.722452994,0.864632078,-3.209484290,-10.982900000,-9.968830000,26.746400000,0.795898000,0.374512000,-0.860352000,-0.453369000,0.232910000,0.493408000,-0.618652000,0.611328000,0.031189000,196728,d200d000350fd000,d20040114011d200cf00d100cf00d200cf00d1003d11cf003d113c113c113d11
9731,26849,4417,4412,4417,3878,-0.527148029,1.120877087,-3.151239164,-10.961900000,-10.020300000,26.723700000,0.790039000,0.379883000,0.333984000,-0.891602000,-0.306396000,0.878418000,0.409668000,-0.246948000,0.799805000,196728,41113c114111260f,3d11d10041114111d100311135114111311141113511260f260f3511220f260f
9732,26850,3874,3872,3878,3872,-0.552356158,1.087962647,-3.211151612,-10.960100000,-10.041800000,26.703100000,0.785156000,0.381348000,0.106140000,-0.879883000,-0.462891000,0.809570000,0.344238000,-0.475342000,0.654297000,196728,220f200f260f200f,270f270f2d0f260f2d0f270f290fd10032113111321135113111351132112b11
9733,26851,4405,4395,3874,3872,-0.527705115,1.119840892,-3.211596232,-10.955600000,-10.014400000,26.693200000,0.784180000,0.377197000,-0.118347000,-0.857422000,-0.500977000,0.727051000,0.264648000,-0.633301000,0.512207000,196728,35112b11220f200f,220f2b11200f2b11160f320f200f160f200f320f300f300f270f200f2e0f270f
9734,26852,3888,3879,3886,3881,-0.551706224,1.088389316,-3.210262374,-10.956500000,-10.035600000,26.688700000,0.782227000,0.379150000,-0.122742000,-0.875977000,-0.466553000,0.817383000,0.174438000,-0.549316000,0.511719000,196728,300f270f2e0f290f,210f2b113211210f160f2b11160f210f2811160f28112c11160f2c11250f250f
9735,26853,3890,3862,3876,3873,-0.551613377,1.087353121,-3.211373922,-10.970500000,-10.014500000,26.734800000,0.792969000,0.379883000,0.376709000,-0.924316000,-0.059295700,0.921875000,0.378906000,-0.080017100,0.847656000,196728,320f160f240f210f,3211210f240f68122811210f68122c11281168122c116812c900c900250f2c11
9736,26854,201,4403,3877,3890,-0.722870808,1.120328513,-3.211262767,-10.956600000,-10.020000000,26.708300000,0.787109000,0.378906000,0.129517000,-0.900879000,-0.413818000,0.750977000,0.358643000,-0.554199000,0.615234000,196728,c9003311250f320f,250f3311150f320f3311320f150f2c0f2c0f300f320f34116812240f68123411
9737,26855,201,4409,201,4404,-0.722870808,1.120694229,-3.619867888,-10.952100000,-10.006800000,26.680600000,0.782715000,0.374756000,-0.153198000,-0.785156000,-0.600098000,0.802734000,0.250732000,-0.541016000,0.567871000,196728,c9003911c9003411,3311c90039113911c80033113311c800230f3311230f750f750f150f33113411
9738,26856,3876,4393,4410,4404,-0.552263310,1.119718986,-3.152017248,-10.980600000,-10.019200000,26.745900000,0.796875000,0.380859000,0.328857000,-0.943848000,0.033721900,0.906250000,0.307373000,-0.289795000,0.741211000,196728,240f29113a113411,291134113a11ca0039113411ca003911ca00c800ca00cd00c800c800cd00230f
9739,26857,205,4408,3875,3957,-0.722685113,1.120633276,-3.211485077,-10.968100000,-9.938820000,26.686000000,0.789062000,0.370117000,-0.918457000,0.379883000,0.108582000,-0.392822000,-0.853027000,-0.343750000,-0.949219000,196728,cd003811230f750f,230f38113811170f750f170f150f750f240fcc002911cc003a1129113a11cc00
9740,26858,4411,202,4410,4411,-0.527426572,0.864266362,-3.152017248,-10.982400000,-9.978990000,26.750900000,0.796875000,0.375488000,-0.655273000,-0.664551000,0.358154000,0.735352000,-0.444336000,0.511719000,0.290039000,196728,3b11ca003a113b11,3711ca003b1137113611ca003611cd00ca00cb00cd003611cd00cb0098073811
9741,26859,205,1944,204,2340,-0.722685113,0.970445907,-3.619534423,-10.958300000,-9.962550000,26.675300000,0.786621000,0.369385000,-0.900391000,0.347412000,0.260742000,-0.429443000,-0.768555000,-0.473877000,-0.946777000,196728,cd009807cc002409,3b11240990073b1137113b1190079007421137113711421136114211cb003611
9742,26860,203,4418,1944,2340,-0.722777960,1.121242803,-3.426125035,-10.947600000,-9.986810000,26.674000000,0.783203000,0.371826000,-0.302002000,-0.702148000,-0.645020000,0.808594000,0.168335000,-0.563477000,0.509766000,196728,cb00421198072409,cc00210921092f0924098b0724092f0924098b078907240989071d0a1d0a9007
9743,26861,2340,1936,2589,1934,-0.623570281,0.969958285,-3.354430176,-10.950500000,-9.991790000,26.696600000,0.786133000,0.375244000,-0.182129000,-0.820801000,-0.541504000,0.692383000,0.281982000,-0.664551000,0.498779000,196728,240990071d0a8e07,90078e0779079007790742112f0921092509250953072f0953078a072f092f09
9744,26862,1930,1905,1906,2351,-0.642604042,0.968068753,-3.430348919,-10.951300000,-9.972160000,26.669500000,0.784668000,0.369385000,-0.933105000,0.240112000,0.269043000,-0.325928000,-0.878418000,-0.349121000,-0.933594000,196728,8a07710772072f09,71072f0972078b0773078b0772078b0773077707770789078b07890777071f0a
9745,26863,2591,2589,1929,1930,-0.611917905,1.009760376,-3.427792358,-10.971400000,-9.973120000,26.739300000,0.793945000,0.375488000,-0.284424000,-0.941895000,0.179565000,0.958008000,-0.270264000,0.095520000,0.460449000,196728,1f0a1d0a89078a07,5307120a120a90098a0790095a078a078a075a07200a8a07200a7107200a7207
9746,26864,1905,1906,2592,1907,-0.643764637,0.968129705,-3.354096712,-11.670400000,-9.558940000,27.243500000,0.876953000,0.685547000,-0.532715000,0.648926000,-0.542969000,0.709961000,0.692383000,0.129517000,0.992676000,131192,71077207200a7307,200a76077307760777077307110a120a5307120a110a930993099009120a9509
9747,26865,2448,2451,2448,2453,-0.618556509,1.001348909,-3.370103006,-10.507100000,-10.490300000,26.348800000,0.911133000,0.757324000,0.586426000,0.376221000,-0.717285000,0.543945000,-0.838867000,0.013847400,-0.318115000,196728,9009930990099509,100a100a5a079009110a9109930997099309910993099709950997097f079509
9748,26866,206,2453,1919,2576,-0.722638689,1.001470814,-3.428903906,-10.976800000,-9.980560000,26.744500000,0.795410000,0.375977000,-0.116821000,-0.959473000,0.256104000,0.993164000,-0.120178000,-0.000305891,0.568359000,196728,ce0095097f07100a,9509ce00a509100ace00100aa50998095a07100a98099109110a92097f079709
9749,26867,2579,2579,2443,1919,-0.612474990,1.009150850,-3.370658780,-11.013500000,-10.034100000,26.729400000,0.473389000,0.989258000,0.399902000,0.874512000,-0.274170000,0.342773000,-0.422119000,-0.839355000,-0.273926000,196728,130a130a8b097f07,8f097f078b097f078f09f006ce007f07f006ce00f006a509a509f0060c0a0c0a
9750,26868,2458,2469,2467,2469,-0.618092271,1.002446057,-3.367991064,-10.995200000,-10.040000000,26.746900000,0.476318000,0.986816000,0.516113000,0.593750000,-0.617188000,-0.150879000,-0.644531000,-0.749512000,-0.739746000,196728,9a09a509a309a509,9a09a509a3099809a3095a0798098b09130a170917098d098b098a098b098d09
9751,26869,2443,2442,2447,2154,-0.618788628,1.000800335,-3.370214161,-10.968400000,-9.994150000,26.736800000,0.793457000,0.377686000,0.153442000,-0.987793000,0.017059300,0.988281000,0.149780000,-0.022583000,0.745117000,196728,8b098a098f096a08,8f098a098f096a088e090c0a8f098e098f090c0af0068d09170919091909ef06
9752,26870,2445,2444,2445,1775,-0.618695781,1.000922240,-3.370436470,-10.947200000,-9.967450000,26.681100000,0.786133000,0.371582000,-0.735352000,-0.659180000,-0.157959000,0.510254000,-0.378662000,-0.771973000,-0.127686000,196728,8d098c098d09ef06,8d098c098a09150a8a098c098a09150a6a08150a7e076a087e070d0a6a080d0a
9753,26871,2446,2154,2338,2329,-0.618649357,0.983245967,-3.382330036,-10.946600000,-9.951700000,26.695600000,0.788086000,0.372559000,-0.745117000,-0.636230000,-0.202148000,0.614746000,-0.518066000,-0.594727000,-0.109436000,196728,8e096a0822091909,1709190922092309230934091909ef06190934091109ef063409ef061109ee06
9754,26872,1774,2444,1775,2444,-0.649846156,1.000922240,-3.444910200,-11.009100000,-10.027700000,26.738700000,0.474854000,0.989258000,0.526855000,0.735840000,-0.425537000,0.164917000,-0.578613000,-0.798340000,-0.493408000,196728,ee068c09ef068c09,ee0689098909150a8c09150a8909140a140a9609150a7e07150a960934092309
9755,26873,2355,2328,2356,2355,-0.622873923,0.993851731,-3.380329249,-10.996900000,-10.052800000,26.740000000,0.474609000,0.986328000,0.520508000,0.596191000,-0.610840000,-0.071838400,-0.680664000,-0.729004000,-0.710449000,196728,3309180934093309,340918091109180985121109690f110985121109690fee06690f8909ee068909
9756,26874,3945,4083,4083,2580,-0.549060067,1.100823660,-3.188364874,-10.986600000,-10.046700000,26.747400000,0.476807000,0.985352000,0.439941000,0.539062000,-0.718262000,-0.213745000,-0.710938000,-0.669922000,-0.814453000,196728,690ff30ff30f140a,8909140af30fed0fed0f9409140a9609140a9409851218099810e50f690f8512
9757,26875,3945,4069,4083,4068,-0.549060067,1.099970322,-3.188364874,-10.981600000,-10.062000000,26.740100000,0.475830000,0.983398000,0.322510000,0.352295000,-0.878418000,-0.205200000,-0.878906000,-0.430908000,-0.888184000,196728,690fe50ff30fe40f,f30fe50ff30fe40f9a109a10ed0ff30fed0f9a108a128a120810ed0f9409ed0f
9758,26876,4104,4104,1916,2452,-0.541678682,1.102103666,-3.429237370,-10.984400000,-9.957980000,26.738100000,0.794922000,0.373291000,-0.967285000,-0.234131000,0.094909700,0.234619000,-0.687988000,0.686523000,-0.170532000,196728,081008107c079409,7c079609940996097c070f0a9e0996090f0a96099e097e0708108a12e30fe10f
9759,26877,4104,4067,4104,4065,-0.541678682,1.099848417,-3.186030623,-10.950200000,-9.992790000,26.683500000,0.784180000,0.373779000,-0.206055000,-0.770020000,-0.604004000,0.739746000,0.277100000,-0.613281000,0.535645000,196728,0810e30f0810e10f,091009107c0708107c0709109d099d090f0a7c070f0a9d099c099c099e090f0a
9760,26878,2462,2460,2459,2459,-0.617906576,1.001897483,-3.368880303,-10.982700000,-10.009800000,26.752800000,0.798340000,0.379395000,0.239502000,-0.955566000,0.172729000,0.910645000,0.181274000,-0.371094000,0.637695000,196728,9e099c099b099b09,a4099e097e079e09a4090d0a7e07a409e10f841209100e0a0910841209100e0a
9761,26879,2461,2574,2460,2461,-0.617953000,1.008846087,-3.368769148,-10.967000000,-10.040900000,26.721000000,0.789551000,0.382812000,0.360107000,-0.860840000,-0.359375000,0.860840000,0.454346000,-0.229980000,0.823242000,196728,9d090e0a9c099d09,9c090e0a800780079b099c099b098007de06a2099b09de06a4099b09a2098412
9762,26880,4065,4066,4098,4740,-0.543489210,1.099787464,-3.186697552,-10.976700000,-10.006900000,26.742800000,0.795410000,0.379150000,0.230957000,-0.970215000,0.072082500,0.966309000,0.222412000,-0.128784000,0.758301000,196728,e10fe20f02108412,e20f02100e0a84120e0a0210a109a10980070e0a8007a109a009a009de068007
9763,26881,1758,2464,2463,2361,-0.650588937,1.002141293,-3.368435684,-10.976500000,-10.033200000,26.733700000,0.793457000,0.382812000,0.402832000,-0.903809000,-0.144287000,0.895020000,0.421631000,-0.145996000,0.844727000,196728,de06a0099f093909,de069f09de063909a20939095607a2095607a409a2090210a809a109a809a009
9764,26882,2465,2464,2472,2471,-0.617767304,1.002141293,-3.367435290,-10.979600000,-9.922150000,26.703500000,0.791504000,0.370850000,-0.970215000,0.236816000,0.050903300,-0.225098000,-0.960449000,0.164917000,-0.791992000,196728,a109a009a809a709,a7099f09a0099f09a709a609a9099f09a60939099f09a909a909570739095607
9765,26883,2361,1879,2472,4098,-0.622595381,0.966483983,-3.367435290,-10.945900000,-9.974790000,26.667700000,0.783691000,0.370117000,-0.888672000,-0.458740000,-0.015403700,0.340088000,-0.635742000,-0.692871000,-0.412109000,196728,39095707a8090210,6b0f760fa8096b0fa809760faa09ac09a809aa09a809ac09a709ac09a609a709
9766,26884,2470,2476,2475,2475,-0.617535185,1.002872725,-3.367101826,-10.952500000,-9.995430000,26.712900000,0.788574000,0.376709000,0.036529500,-0.930176000,-0.365723000,0.844727000,0.222168000,-0.486816000,0.589355000,196728,a609ac09ab09ab09,a909a609a909ab09bc06c906a909bc06a909c90657070710aa09760faa090710
9767,26885,2571,2571,2476,2474,-0.612846381,1.008663229,-3.366990671,-10.964100000,-9.961950000,26.730200000,0.791992000,0.374512000,-0.412354000,-0.905762000,0.099731400,0.911621000,-0.404785000,0.070739700,0.327148000,196728,0b0a0b0aac09aa09,ac090b0a11060f06ac091106ac090f06ab090f06bc06ab09bc060f06220a6607
9768,26886,1724,2594,1724,1894,-0.652167347,1.010065140,-3.450579096,-10.639000000,-10.408000000,26.283900000,0.928711000,0.781738000,0.477295000,0.629395000,-0.613281000,0.638672000,-0.728516000,-0.248291000,-0.162354000,196728,bc06220abc066607,c9060c100b0a07100b0a0c10ae09ae0911060b0a1106ae09af09af090f061106
9769,26887,1551,2479,2569,2594,-0.660198666,1.003055583,-3.356653273,-11.010700000,-10.043300000,26.730600000,0.473389000,0.988281000,0.526855000,0.792969000,-0.305420000,0.243286000,-0.486328000,-0.839355000,-0.385742000,196728,0f06af09090a220a,0f06090a0a0a220a090a220a0a0aed06ed066607220a0c10b009ae09ad09ae09
9770,26888,2480,2478,2477,2479,-0.617070947,1.002994631,-3.366879516,-11.014500000,-10.023300000,26.734100000,0.474121000,0.989746000,0.466064000,0.814941000,-0.344727000,0.275879000,-0.504883000,-0.817871000,-0.371826000,196728,b009ae09ad09af09,ad09090aaf09090aad090a0aad0910060a0aed060a0a10061206ed061006ed06
9771,26889,1554,1772,1772,1770,-0.660059394,0.959962048,-3.445243665,-10.513600000,-10.314700000,26.186600000,0.968750000,0.782227000,0.057342500,0.985840000,-0.157715000,0.875488000,0.025314300,0.482422000,0.712891000,196728,1206ec06ec06ea06,ed066607ed06ea06b0090c100d108312b0090d10b0098312b309080ab009b309
9772,26890,2480,2568,2477,1552,-0.617070947,1.008480371,-3.366879516,-10.954400000,-9.949790000,26.715100000,0.790039000,0.373535000,-0.550293000,-0.832031000,-0.071655300,0.825195000,-0.528320000,-0.198486000,0.117188000,196728,b009080aad091006,ad09080ab2091006080a1006b2091206070a1206b2091206070ab109ec061206
9773,26891,2481,4739,2484,2483,-0.617024524,1.140808609,-3.366101432,-10.959300000,-9.994580000,26.727500000,0.791016000,0.377197000,0.128418000,-0.978516000,-0.160767000,0.969238000,0.157837000,-0.188965000,0.692871000,196728,b1098312b409b309,b409080ab309080ab409b209b409070ab209070ab409b509c409070ab509070a
9774,26892,2500,2499,2499,2481,-0.616142471,1.004274637,-3.364434110,-10.945800000,-9.983820000,26.668900000,0.782715000,0.370605000,-0.459717000,-0.652832000,-0.602051000,0.780762000,0.022750900,-0.624023000,0.370605000,196728,c409c309c309b109,070ab109c309c509c509ec06b109b4098312770f770fb509b409b509770ff70f
9775,26893,4087,2500,2485,2500,-0.542467886,1.004335589,-3.365990278,-10.984800000,-9.938800000,26.724000000,0.793457000,0.371826000,-0.998535000,0.005130770,0.049835200,0.026580800,-0.788086000,0.614746000,-0.395020000,196728,f70fc409b509c409,f70f0a100a10c709c409c709c309c409c309c709c609c609c509c309c509c609
9776,26894,2563,2488,2501,2563,-0.613217771,1.003604157,-3.364211800,-10.979800000,-10.000900000,26.749000000,0.796875000,0.378174000,0.170532000,-0.972656000,0.157959000,0.952637000,0.118103000,-0.279541000,0.643066000,196728,030ab809c509030a,ec06c509b809b809210aec06ea06ec06210ac7090a100e100e10ba07c709ba07
9777,26895,2502,2503,2502,1978,-0.616049624,1.004518447,-3.364100646,-11.164700000,-10.728500000,27.566500000,0.026199300,0.812988000,-0.311279000,0.201050000,0.928711000,0.787109000,-0.511719000,0.343994000,0.241699000,196728,c609c709c609ba07,c209c209030ac609030ac209020ab909030a020a030ab909b809b909210ab809
9778,26896,2593,2489,1901,1901,-0.611825057,1.003665110,-3.430904693,-10.947300000,-9.997460000,26.670600000,0.781738000,0.372070000,-0.200562000,-0.717285000,-0.667480000,0.848145000,0.211304000,-0.485107000,0.583496000,196728,210ab9096d076d07,bc09210abc09ea06210aba070e100f100f10cc09ba07cc09c209ba07c209cc09
9779,26897,1921,1921,2562,2498,-0.643021857,0.969043995,-3.357431356,-10.582600000,-10.320100000,26.187300000,0.955566000,0.783203000,0.215576000,0.919434000,-0.328369000,0.930176000,-0.093689000,0.354736000,0.635254000,196728,81078107020ac209,020a8107c809b909020ac8092e0ab909c809b9092e0acb09cb096d07b909cc09
9780,26898,4111,4738,4737,2508,-0.541353715,1.140747656,-3.115669622,-9.629810000,-10.192200000,25.288400000,0.837891000,0.194824000,0.108582000,-0.626953000,-0.771484000,-0.346924000,-0.752441000,0.560059000,-0.628906000,196728,0f1082128112cc09,8212cc098112ce092f0acc09ce09cc092f0a81072f0ac8098107c8092f0a2e0a
9781,26899,2505,2606,2607,2606,-0.615910352,1.010796572,-3.352429389,-9.938030000,-11.136500000,26.012900000,0.954590000,0.650391000,0.579102000,0.587891000,0.564453000,0.700195000,-0.713379000,0.024780300,-0.036743200,196728,c9092e0a2f0a2e0a,c909bb07cb092e0abb07bb07ca09cb09eb06cb09ca09cb09eb066d078112cd09
9782,26900,2510,2509,2607,2510,-0.615678233,1.004884163,-3.352429389,-9.567740000,-10.858100000,26.132100000,0.831055000,0.313232000,-0.732910000,-0.584473000,-0.346924000,0.440430000,-0.797363000,0.412109000,-0.187012000,196728,ce09cd092f0ace09,2f0acd09c909cd09310ac909d009c909310ac909d009bb07ca09bb07d009d009
9783,26901,1977,2506,1977,1897,-0.640422123,1.004701305,-3.422456926,-9.771990000,-10.921200000,25.850600000,0.994141000,0.671875000,0.692383000,-0.200439000,0.692871000,-0.578125000,0.420898000,0.698730000,0.083190900,196728,b907ca09b9076907,ca096907eb06ca09cd0981120b100b10d109cd09310acd09d1093e12310ad109
9784,26902,2609,4670,4669,4669,-0.611082276,1.136602875,-3.123228149,-9.967210000,-11.100200000,25.996500000,0.948730000,0.654785000,0.700195000,0.401855000,0.589844000,0.525391000,-0.849609000,-0.045196500,-0.265381000,196728,310a3e123d123d12,d009310ad0093d12b9073b12b9073d12b9073b12300a6907b907300ad1090b10
9785,26903,4112,4114,2513,4112,-0.541307291,1.102713192,-3.362877943,-9.766730000,-10.980900000,25.760100000,0.973145000,0.712891000,-0.563965000,-0.816406000,0.126709000,-0.426270000,0.416260000,0.803223000,0.205811000,196728,10101210d1091010,d10912103e1217103e1212103e12171039123b123e1239123e123b123d128012
9786,26904,4665,4119,4665,4736,-0.515634925,1.103017956,-3.123672769,-9.836350000,-10.902200000,25.813100000,0.960938000,0.699707000,-0.670410000,0.125732000,0.731445000,0.415283000,0.883301000,0.216553000,0.953613000,196728,3912171039128012,30123a123912301239123a123b12300a3b123a123a123c09300a3c096907300a
